cve_ent,cve_mun,pob_mun,CVEGEO,pob_rural,pob_total,pct_rural,n_estab_4671,empleo_aprox_4671,actividades,dens_estab_10k,dens_empleo_10k,IM_2020,area_km2
24,31,12163,24031,12163,12265,0.991683653,0,0,NA,0,0,44.4703231,634.4164382
24,32,39880,24032,25540,40338,0.633149883,43,118.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,10.78234704,29.71414243,53.4361251,1684.166506
24,33,10785,24033,10785,10834,0.995477201,2,5,Comercio al por menor en ferreterías y tlapalerías,1.854427446,4.636068614,52.99057286,4275.729654
24,34,14945,24034,8214,15242,0.538905655,12,48,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,8.029441285,32.11776514,53.82502396,513.5782517
24,35,332072,24035,12239,332549,0.036803599,469,1609.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,14.12344311,48.46840444,60.29328198,302.5339031
24,36,29184,24036,16947,29380,0.576820967,26,65,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,8.908991228,22.27247807,51.09097996,1309.606176
24,37,95037,24037,65036,95259,0.682728141,57,247.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,5.997664068,26.04248871,52.82997314,350.4226722
24,38,14348,24038,14348,14452,0.992803764,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,4.878728743,12.19682186,50.74266273,185.5334386
24,39,13603,24039,10527,13914,0.75657611,5,23.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,3.675659781,17.27560097,51.14748496,260.1131428
24,40,36968,24040,16949,37547,0.451407569,26,70.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,7.033109717,19.0705475,55.07299475,1824.398758
24,41,18208,24041,18208,18312,0.994320664,8,20,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,4.393673111,10.98418278,52.08494157,371.0886185
24,42,13448,24042,3990,13659,0.292115089,16,76,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,11.89767995,56.51397977,55.31330285,142.0091714
24,43,7966,24043,3006,8163,0.368246968,21,52.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,26.36203866,65.90509666,52.04996205,473.9535043
24,44,7557,24044,7557,7607,0.993427107,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,7.939658595,19.84914649,53.0245584,2769.346548
24,45,14188,24045,7803,14368,0.543081849,16,40,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,11.27713561,28.19283902,53.65326927,1287.007424
24,46,18206,24046,12080,18417,0.65591573,20,50,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,10.98538943,27.46347358,53.20875074,869.2481645
24,47,9277,24047,9277,9391,0.987860718,1,2.5,Comercio al por menor en ferreterías y tlapalerías,1.077934677,2.694836693,50.92454268,1891.739097
24,48,5298,24048,1597,5309,0.300809945,8,38,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,15.10003775,71.72517931,56.40370441,142.286785
24,49,38389,24049,12109,38509,0.314445974,26,94,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos,6.772773451,24.48618094,53.45976671,2465.416747
24,50,52912,24050,31205,53147,0.587145088,27,73,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,5.102812217,13.79649229,54.98628147,1009.674033
24,51,15458,24051,12371,15513,0.797460195,10,54,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,6.469142192,34.93336784,54.28928344,1480.618723
24,52,10304,24052,6816,10339,0.659251378,7,23,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,6.793478261,22.32142857,53.51827008,633.451768
24,53,32544,24053,24499,32704,0.749113258,31,101,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,9.525565388,31.03490659,54.47156155,189.3684448
24,54,49741,24054,43097,49826,0.864950026,24,71,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos,4.824993466,14.273939,50.85549849,394.830992
24,55,27386,24055,15961,27553,0.579283563,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,2.19090046,5.47725115,54.64560289,607.9368018
24,56,17258,24056,8794,17388,0.505751093,29,72.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,16.80380114,42.00950284,54.64338576,580.5079209
24,57,28996,24057,22261,29014,0.767250293,20,61,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,6.897503104,21.03738447,52.26642144,116.0552676
24,58,20959,24058,9898,21095,0.469210713,18,56,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,8.588196002,26.71883201,56.47548947,812.620096
25,0,3026943,25000,0,27059,0,0,0,NA,0,0,NA,NA
25,1,459310,25001,84422,461094,0.18309065,422,2245.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,9.187694585,48.88855022,58.66511047,3468.035281
25,2,44093,25002,26301,44439,0.591845001,27,96.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,6.123420951,21.88556007,57.27675113,1888.873346
25,3,26542,25003,22348,27047,0.82626539,14,69.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,5.274659031,26.18491448,51.19032174,4789.967104
25,4,24899,25004,15035,25213,0.596319359,11,56.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura,4.417848106,22.69167436,55.91430785,2143.745201
25,5,17012,25005,9124,17115,0.53309962,11,51,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura,6.466023983,29.97883847,54.73370721,2149.040859
25,6,1003530,25006,121273,1009937,0.120079767,884,5401.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos,8.808904567,53.82499776,59.64695606,5670.002561
25,7,29334,25007,19006,29898,0.635694695,18,50.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,6.136224177,17.21551783,53.3869684,3189.303539
25,8,55339,25008,32564,60051,0.542272402,47,163,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,8.493106128,29.45481487,55.81498471,1625.761413
25,9,59988,25009,13321,60245,0.221113785,59,158.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos,9.835300393,26.42195106,56.43021279,1539.449272
25,10,96593,25010,57603,97112,0.593160475,51,174.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,5.279885706,18.06549129,55.54283669,4060.648727
25,11,289370,25011,101724,291945,0.348435493,224,1199,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos,7.740954487,41.43484121,57.4289427,2751.493262
25,12,501441,25012,27229,503665,0.054061728,586,2973,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,11.68632003,59.28912873,59.69996426,2506.364024
25,13,40358,25013,28188,40668,0.693124816,16,40,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,3.964517568,9.911293919,55.29155962,2772.950371
25,14,52345,25014,30907,52756,0.585848055,35,158,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,6.686407489,30.18435381,55.84904966,2607.305929
25,15,79492,25015,9061,79633,0.113784486,96,376.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,12.07668696,47.36325668,59.13579025,765.9640056
25,16,19505,25016,11045,19794,0.557997373,14,46,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,7.177646757,23.58369649,54.62315087,5015.433279
25,17,78670,25017,64068,79552,0.805360016,25,62.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,3.177831448,7.94457862,53.48603043,6253.571322
25,18,149122,25018,61492,153838,0.399719185,66,279.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos,4.425906305,18.74304261,56.69042426,2308.908233
26,0,2944840,26000,0,21970,0,0,0,NA,0,0,NA,NA
26,1,2563,26001,2563,2574,0.995726496,4,15.5,Comercio al por menor en ferreterías y tlapalerías,15.60671089,60.47600468,57.17587277,368.5837469
26,2,91929,26002,900,92209,0.009760436,100,406,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,10.87796016,44.16451827,58.63212027,3973.425742
26,3,24976,26003,14015,25437,0.550969061,13,32.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,5.204996797,13.01249199,53.43643186,6377.099845
26,4,9492,26004,1053,9725,0.108277635,9,102,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,9.481668774,107.4589128,57.25491611,4489.661377
26,5,1177,26005,1177,1179,0.998303647,2,5,Comercio al por menor en ferreterías y tlapalerías,16.99235344,42.4808836,56.7328167,724.7161562
26,6,2788,26006,2788,2904,0.960055096,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,10.76040172,26.9010043,57.22584757,3083.21044
26,7,626,26007,626,640,0.978125,0,0,NA,0,0,57.67987902,302.0696132
26,8,979,26008,979,979,1,1,2.5,Comercio al por menor en ferreterías y tlapalerías,10.2145046,25.53626149,56.57577857,1067.407305
26,9,759,26009,759,785,0.966878981,0,0,NA,0,0,56.47377885,1126.537772
26,10,1221,26010,1221,1240,0.984677419,2,5,Comercio al por menor en ferreterías y tlapalerías,16.38001638,40.95004095,56.08340546,1348.937133
26,11,1475,26011,1475,1565,0.942492013,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,27.11864407,67.79661017,57.22584106,1236.854812
26,12,23151,26012,8175,24003,0.340582427,14,58.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,6.047254978,25.26888687,55.85004691,1574.690312
26,13,1825,26013,1825,1866,0.978027867,1,20.5,Comercio al por menor en ferreterías y tlapalerías,5.479452055,112.3287671,58.3416456,809.8318558
26,14,3191,26014,3191,3222,0.990378647,5,18,Comercio al por menor en ferreterías y tlapalerías,15.66906926,56.40864933,57.69600534,842.9215967
26,15,1169,26015,1169,1171,0.998292058,0,0,NA,0,0,57.09094386,1729.523687
26,16,4988,26016,151,5052,0.029889153,4,15.5,Comercio al por menor en ferreterías y tlapalerías,8.019246191,31.07457899,57.40744071,1415.920404
26,17,89122,26017,16359,90361,0.181040493,82,442.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos,9.200870717,49.65104015,57.93844846,10732.82417
26,18,436484,26018,30698,439239,0.069889058,390,2140.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,8.935035419,49.03959824,59.6178883,4850.303817
26,19,39451,26019,1338,39569,0.03381435,36,352,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,9.125243974,89.22460774,59.67506345,2330.687871
26,20,4946,26020,463,5159,0.089746075,1,2.5,Comercio al por menor de artículos para la limpieza,2.021835827,5.054589567,56.15363247,2583.964771
26,21,1848,26021,1848,2044,0.904109589,1,2.5,Comercio al por menor en ferreterías y tlapalerías,5.411255411,13.52813853,56.50228551,4111.067877
26,22,863,26022,863,1031,0.837051406,1,2.5,Comercio al por menor en ferreterías y tlapalerías,11.58748552,28.96871379,56.13481824,1583.654589
26,23,5829,26023,2895,5854,0.494533652,14,35,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,24.01784183,60.04460456,58.66222957,2014.49962
26,24,753,26024,753,753,1,0,0,NA,0,0,57.66895795,385.8667374
26,25,51431,26025,12545,52598,0.238507168,45,141.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza,8.749586825,27.51258968,58.5098275,590.551577
26,26,61309,26026,29534,61834,0.477633664,25,86,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,4.077704742,14.02730431,55.01033461,941.9489795
26,27,9041,26027,1801,9223,0.195272688,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,7.74250636,19.3562659,59.05135822,2631.023589
26,28,1009,26028,1009,1009,1,2,5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,19.82160555,49.55401388,57.97045554,364.2505228
26,29,156863,26029,20666,157672,0.131069562,168,964,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,10.7099826,61.45490014,58.51913291,7912.754993
26,30,936263,26030,31406,941285,0.033365028,779,5166.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,8.320311707,55.18214433,60.44375386,16908.005
26,31,1186,26031,1186,1205,0.984232365,1,2.5,Comercio al por menor en ferreterías y tlapalerías,8.431703204,21.07925801,56.55340976,1200.482025
26,32,888,26032,888,889,0.998875141,1,20.5,Comercio al por menor en ferreterías y tlapalerías,11.26126126,230.8558559,58.08765525,823.2508942
26,33,77682,26033,38719,78056,0.496041304,60,188.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,7.723797019,24.26559563,56.19929424,1828.31746
26,34,943,26034,943,950,0.992631579,1,2.5,Comercio al por menor de artículos para la limpieza,10.60445387,26.51113468,58.3401721,421.5127374
26,35,12536,26035,5612,13203,0.425054912,9,40.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos,7.179323548,32.30695597,57.83316989,2182.16992
26,36,33049,26036,2620,33415,0.078407901,29,107,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,8.774849466,32.37616872,59.56835074,1245.71272
26,37,1101,26037,1101,1129,0.975199291,2,5,Comercio al por menor en ferreterías y tlapalerías,18.16530427,45.41326067,57.15254379,681.7079011
26,38,5173,26038,386,5184,0.074459877,4,33.5,Comercio al por menor en ferreterías y tlapalerías,7.732456988,64.75932728,58.62205378,1879.149199
26,39,5774,26039,289,5802,0.04981041,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,10.39140977,25.97852442,58.4678342,1247.615395
26,40,1531,26040,1531,1547,0.989657401,1,2.5,Comercio al por menor en ferreterías y tlapalerías,6.531678641,16.3291966,54.84497563,2834.127647
26,41,14369,26041,1382,14483,0.095422219,17,48,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,11.83102512,33.40524741,60.15600543,1738.201242
26,42,164387,26042,40793,165029,0.247186858,134,602,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,8.151496165,36.62090068,57.94197484,2788.837516
26,43,264782,26043,3645,265225,0.013743048,158,973.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,5.967172995,36.76609437,59.02241676,1769.33118
26,44,365,26044,365,380,0.960526316,0,0,NA,0,0,57.21117924,532.2830867
26,45,2438,26045,2438,2652,0.919306184,2,5,Comercio al por menor en ferreterías y tlapalerías,8.203445447,20.50861362,55.4563267,2228.852735
26,46,496,26046,496,518,0.957528958,0,0,NA,0,0,57.93451517,921.1580566
26,47,9122,26047,1233,9401,0.13115626,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,7.673755755,19.18438939,57.56640205,9839.776196
26,48,62689,26048,388,62785,0.00617982,92,467,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,14.67562092,74.49472794,58.63921462,6250.024063
26,49,3090,26049,3090,3333,0.927092709,2,5,Comercio al por menor en ferreterías y tlapalerías,6.472491909,16.18122977,49.44108495,3758.167016
26,50,1496,26050,1496,1524,0.981627297,1,2.5,Comercio al por menor en ferreterías y tlapalerías,6.684491979,16.71122995,56.27904204,879.898132
26,51,4830,26051,1903,4970,0.382897384,4,10,Comercio al por menor en ferreterías y tlapalerías,8.281573499,20.70393375,54.34442347,3503.111138
26,52,5257,26052,1657,5305,0.312346843,7,23,Comercio al por menor en ferreterías y tlapalerías,13.31557923,43.75118889,56.52261407,4995.16398
26,53,369,26053,369,372,0.991935484,0,0,NA,0,0,57.98489908,151.5628618
26,54,537,26054,537,551,0.974591652,0,0,NA,0,0,57.53867648,534.3041679
26,55,199021,26055,11748,200395,0.058624217,193,978,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,9.697469111,49.14054296,58.53364548,8986.136166
26,56,10729,26056,1287,10871,0.118388373,5,18,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,4.660266567,16.77695964,54.11632547,1115.505468
26,57,1458,26057,1458,1521,0.958579882,2,5,Comercio al por menor en ferreterías y tlapalerías,13.71742112,34.29355281,56.60275644,2227.647612
26,58,16203,26058,3831,16437,0.233071728,20,97,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,12.3433932,59.86545701,58.99520985,1482.243087
26,59,1835,26059,1835,1907,0.962244363,1,2.5,Comercio al por menor en ferreterías y tlapalerías,5.449591281,13.6239782,56.73901548,1008.42986
26,60,2058,26060,2058,2148,0.958100559,0,0,NA,0,0,55.37840923,1363.971224
26,61,1368,26061,1368,1448,0.944751381,0,0,NA,0,0,55.93018614,1712.531909
26,62,1114,26062,1114,1154,0.965337955,2,5,Comercio al por menor en ferreterías y tlapalerías,17.95332136,44.88330341,56.56874223,911.3900355
26,63,1178,26063,1178,1178,1,0,0,NA,0,0,57.21701998,778.5999874
26,64,1381,26064,1381,1477,0.935003385,1,2.5,Comercio al por menor en ferreterías y tlapalerías,7.241129616,18.10282404,56.44950537,3020.190602
26,65,1473,26065,1473,1563,0.942418426,0,0,NA,0,0,55.94143438,1735.694575
26,66,8548,26066,4929,8851,0.556886228,6,20.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,7.019185774,23.98221806,57.35413621,3086.301485
26,67,1429,26067,1429,1430,0.999300699,2,5,Comercio al por menor en ferreterías y tlapalerías,13.99580126,34.98950315,57.50087084,1480.244333
26,68,1043,26068,1043,1118,0.932915921,1,2.5,Comercio al por menor en ferreterías y tlapalerías,9.587727709,23.96931927,56.59460078,1121.585118
26,69,4793,26069,4793,4920,0.974186992,2,5,Comercio al por menor en ferreterías y tlapalerías,4.17275193,10.43187982,53.18762101,2658.000562
26,70,13627,26070,2187,13780,0.158708273,13,81.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,9.539884054,59.80773464,57.53339376,3692.852038
26,71,21692,26071,5594,21887,0.255585507,18,50.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,8.297990042,23.28047206,56.85479635,366.8652326
26,72,14279,26072,3153,14635,0.215442433,7,17.5,Comercio al por menor en ferreterías y tlapalerías,4.902304083,12.25576021,55.37436067,1238.134991
27,0,2402598,27000,0,1855,0,0,0,NA,0,0,NA,NA
27,1,58524,27001,38910,59351,0.655591313,39,130.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,6.663932746,22.29854419,53.96582007,3573.571037
27,2,243229,27002,92253,243275,0.379212825,231,849.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,9.497222782,34.925934,55.97417244,2045.46019
27,3,107731,27003,62380,107951,0.577854767,66,239.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,6.126370311,22.23129833,54.03598675,2690.704392
