cve_ent,cve_mun,pob_mun,CVEGEO,pob_rural,pob_total,pct_rural,n_estab_4671,empleo_aprox_4671,actividades,dens_estab_10k,dens_empleo_10k,IM_2020,area_km2
13,36,9449,13036,9449,9458,0.999048425,2,5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,2.116626098,5.291565245,55.22523386,243.7219368
13,37,20962,13037,17688,21005,0.842085218,19,53,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,9.064020609,25.28384696,52.91069642,790.3605287
13,38,8878,13038,8878,8894,0.998201034,1,2.5,Comercio al por menor en ferreterías y tlapalerías,1.126379815,2.815949538,53.87177479,190.6853715
13,39,14324,13039,3175,14347,0.22130062,29,72.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,20.24574141,50.61435353,57.29275155,53.03103834
13,40,9819,13040,9819,9838,0.998068713,3,13,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,3.055300947,13.23963744,50.05793093,230.6822133
13,41,47222,13041,16324,47256,0.345437616,123,376.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura,26.0471814,79.72978696,57.98062742,134.8351855
13,42,11578,13042,6583,11612,0.566913538,25,73.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,21.59267576,63.48246675,54.69635139,196.5365397
13,43,6265,13043,6265,6267,0.999680868,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,6.384676776,15.96169194,53.63542382,247.5576275
13,44,16948,13044,16948,17068,0.992969299,9,22.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,5.310361105,13.27590276,54.1033825,338.7216291
13,45,9295,13045,9295,9295,1,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,7.530930608,18.82732652,55.38921663,79.13822654
13,46,38492,13046,23370,38527,0.606587588,45,136,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,11.69074093,35.33201704,52.80447124,320.9724114
13,47,4748,13047,4748,4759,0.99768859,1,2.5,Comercio al por menor de artículos para la limpieza,2.106149958,5.265374895,50.13991441,381.9559658
13,48,314331,13048,8477,314345,0.026967186,862,3027,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,27.42332128,96.29976044,59.92392089,152.9008657
13,49,18723,13049,18723,18759,0.998080921,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,3.738717086,9.346792715,52.62257941,186.3324602
13,50,23641,13050,3256,23651,0.137668598,91,251,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,38.49244956,106.1714817,58.40507117,90.27221635
13,51,202749,13051,64855,202817,0.319771025,448,1339,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,22.09628654,66.04224928,59.89236186,111.7206952
13,52,38891,13052,20950,38931,0.538131566,46,120.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,11.82792934,30.9840323,56.75576954,295.1874258
13,53,17699,13053,14935,17750,0.841408451,8,20,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías,4.52002938,11.30007345,48.69172714,356.5074519
13,54,36796,13054,30100,36796,0.818023698,38,100.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,10.32720948,27.31275139,56.41943295,204.1232826
13,55,18329,13055,13075,18339,0.712961448,26,65,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,14.18517104,35.4629276,55.44931667,254.1902373
13,56,39561,13056,13536,39574,0.342042755,87,284.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,21.99135512,71.91425899,57.55320005,63.82835948
13,57,15142,13057,10337,15287,0.67619546,24,60,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,15.84995377,39.62488443,54.72418404,417.2255516
13,58,17441,13058,13411,17442,0.768891182,23,63,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,13.18731724,36.12178201,54.80780965,238.0490102
13,59,38010,13059,28749,38031,0.755935947,48,120,Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,12.62825572,31.57063931,54.55081079,520.7382127
13,60,17503,13060,14889,17532,0.849247091,13,32.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,7.427298177,18.56824544,53.26352766,175.2521489
13,61,56245,13061,8140,56279,0.144636543,132,471.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura,23.46875278,83.82967375,59.17601713,241.2753378
13,62,31235,13062,31235,31272,0.998816833,8,20,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,2.56122939,6.403073475,48.8791423,344.2098135
13,63,90546,13063,24592,90581,0.271491814,179,595,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,19.76895722,65.71245555,57.38850681,350.9819532
13,64,10830,13064,10830,10833,0.999723068,8,20,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,7.386888273,18.46722068,55.77676832,146.7379158
13,65,11768,13065,2623,11788,0.222514421,21,52.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías,17.8450034,44.6125085,58.13023034,44.60325837
13,66,13032,13066,4064,13043,0.311584758,27,73,Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,20.71823204,56.01596071,57.71644104,90.09851993
13,67,55134,13067,18931,55161,0.343195374,134,362.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,24.30442195,65.74890267,57.05450751,162.120454
13,68,14340,13068,14340,14357,0.998815909,4,10,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías,2.789400279,6.973500697,50.17993334,263.3997197
13,69,168302,13069,9337,168348,0.055462494,499,1380,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,29.6490832,81.99546054,59.4173311,76.28623016
13,70,19067,13070,2847,19083,0.149190379,50,136,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,26.22331777,71.32742435,57.5885858,31.29114507
13,71,9086,13071,9086,9199,0.987716056,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,3.301782963,8.254457407,51.26305692,526.9605
13,72,11113,13072,3051,11144,0.273779612,26,65,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de vidrios y espejos,23.39602268,58.49005669,58.75989556,82.36567219
13,73,37722,13073,29053,37752,0.769575122,26,76,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,6.892529558,20.14739409,52.87380394,388.5897089
13,74,28626,13074,1317,28632,0.045997485,109,296,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,38.07727241,103.4025012,58.34177997,38.69555261
13,75,21362,13075,4662,21420,0.217647059,56,156.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,26.2147739,73.26093062,57.99343126,127.9018749
13,76,115107,13076,32858,115141,0.285371848,246,832.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de artículos para albercas y otros artículos,21.37141964,72.32401157,58.42769605,333.6735098
13,77,168369,13077,22515,168386,0.133710641,520,1695,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,30.88454525,100.6717389,58.06956568,215.810444
13,78,18260,13078,18260,18271,0.999397953,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,3.285870756,8.214676889,48.69375013,134.2304318
13,79,7015,13079,7015,7028,0.998150256,2,10.5,Comercio al por menor en ferreterías y tlapalerías,2.8510335,14.96792587,54.73501401,175.3202568
13,80,24674,13080,19733,24677,0.799651497,6,15,Comercio al por menor en ferreterías y tlapalerías,2.431709492,6.079273729,48.86267065,152.9949233
13,81,38155,13081,8683,38159,0.227547892,73,193.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza,19.13248591,50.71419211,56.54038648,270.4099021
13,82,21443,13082,272,21463,0.012672972,75,193,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,34.97644919,90.00606258,57.85721529,104.5089856
13,83,57906,13083,22802,58016,0.393029509,114,290.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos,19.68707906,50.16751287,58.51002213,317.6537874
13,84,39927,13084,25195,39977,0.630237386,57,148,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,14.2760538,37.06764846,55.9023555,865.0489597
14,0,8348151,14000,0,23529,0,0,0,NA,0,0,NA,NA
14,1,23175,14001,7248,23299,0.311086313,24,65.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos,10.35598706,28.26321467,56.89769066,336.289043
14,2,25250,14002,3299,26855,0.122844908,39,125,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,15.44554455,49.5049505,58.7390304,159.3859272
14,3,23630,14003,3897,23697,0.164451196,37,127,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,15.65806179,53.7452391,59.16477763,271.6678399
14,4,5743,14004,2718,5779,0.470323585,4,10,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,6.965000871,17.41250218,56.38174645,123.9309657
14,5,16490,14005,4310,16538,0.260611924,15,228.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,9.096422074,138.5688296,58.28525141,171.0722409
14,6,60386,14006,19766,60544,0.326473309,81,273,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,13.41370516,45.20915444,58.38504131,832.2559755
14,7,9433,14007,3838,9437,0.406697044,9,28,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,9.540973179,29.68302767,57.95494028,193.0290615
14,8,80609,14008,16676,81029,0.205802861,187,629,Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,23.19840216,78.0309891,57.94946893,941.717335
14,9,21115,14009,5696,21186,0.268856792,33,284.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza,15.62869998,134.7383377,58.79377272,110.8040564
14,10,7758,14010,1324,7791,0.169939674,14,35,Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos,18.04588812,45.11472029,56.18696764,353.1529509
14,11,5599,14011,5599,5624,0.995554765,0,0,NA,0,0,54.64864006,437.1435709
14,12,4176,14012,4176,4256,0.981203008,3,7.5,Comercio al por menor en ferreterías y tlapalerías,7.183908046,17.95977011,57.53008389,605.4399685
14,13,64009,14013,23306,64221,0.3629031,89,315,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos,13.90429471,49.21182959,58.19250151,506.7081603
14,14,8689,14014,3300,8732,0.377920293,13,32.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,14.96144551,37.40361376,56.28312639,448.3189308
14,15,64931,14015,12912,65326,0.197654839,78,279,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura,12.012752,42.96868984,58.67892796,700.5141452
14,16,41552,14016,13536,41634,0.325118893,50,141.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,12.03311513,34.05371583,56.52317949,427.3838647
14,17,12880,14017,5411,12969,0.417225692,17,77,Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,13.19875776,59.7826087,57.35273314,876.9880778
14,18,67937,14018,26360,68086,0.387157419,109,350.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,16.04427631,51.59191604,57.68831001,414.9131039
14,19,7043,14019,7043,7491,0.940194901,4,15.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,5.679397984,22.00766719,41.18246969,839.5542045
14,20,10940,14020,7105,11179,0.635566688,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,5.484460695,13.71115174,54.92836912,1532.024027
14,21,20548,14021,5865,20645,0.284088157,24,82,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,11.67996885,39.90656025,57.53245448,519.4506546
14,22,40139,14022,6592,40287,0.163625984,69,219.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura,17.19026383,54.68496973,57.26191105,498.8898368
14,23,115141,14023,3166,115950,0.027304873,164,809,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,14.24340591,70.26167916,59.9441552,271.7176606
14,24,29267,14024,10079,29327,0.343676476,40,111,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,13.6672703,37.92667509,57.86959634,328.6308466
14,25,19689,14025,4560,19751,0.230874386,31,77.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,15.74483214,39.36208035,58.38359456,641.4713514
14,26,6334,14026,1221,6346,0.192404664,18,50.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,28.41806126,79.72844964,58.0194071,263.7548698
14,27,18370,14027,15576,18490,0.842401298,3,13,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,1.633097441,7.07675558,49.63952035,1383.012693
14,28,2166,14028,2166,2213,0.978761862,2,5,Comercio al por menor en ferreterías y tlapalerías,9.233610342,23.08402585,55.92064847,413.9832647
14,29,17820,14029,12809,18067,0.708972159,15,43,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,8.417508418,24.1301908,55.89525201,637.3002104
14,30,55196,14030,5785,55266,0.104675569,112,389,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,20.29132546,70.47612146,59.00800613,625.2049319
14,31,3270,14031,3270,3371,0.970038564,2,5,Comercio al por menor en ferreterías y tlapalerías,6.116207951,15.29051988,49.61211216,669.3055997
14,32,5983,14032,1684,6019,0.279780694,5,12.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,8.357011533,20.89252883,55.10207428,295.2152147
14,33,21226,14033,9614,21308,0.451192041,37,116,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura,17.43145199,54.6499576,56.98014205,423.3100909
14,34,1981,14034,1981,2000,0.9905,1,2.5,Comercio al por menor en ferreterías y tlapalerías,5.047955578,12.61988894,56.60534008,295.5783857
14,35,53039,14035,21144,53862,0.392558761,56,151,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos,10.55826844,28.4696167,57.38533569,1241.262817
14,36,20011,14036,5314,20065,0.264839272,30,104,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,14.99175454,51.97141572,58.79127434,334.884851
14,37,25920,14037,3182,26025,0.122267051,44,204,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,16.97530864,78.7037037,58.65068427,176.1261329
14,38,4199,14038,4199,4283,0.980387579,3,7.5,Comercio al por menor en ferreterías y tlapalerías,7.144558228,17.86139557,55.78321712,830.6801003
14,39,1385629,14039,8,1385637,5.77E-06,2901,12907,Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,20.9363401,93.14903196,60.76426044,149.686582
14,40,8732,14040,5232,8782,0.595764063,4,15.5,Comercio al por menor en ferreterías y tlapalerías,4.580852038,17.75080165,55.12874928,749.5508098
14,41,5920,14041,2158,5955,0.362384551,11,27.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,18.58108108,46.4527027,56.41309985,306.0202601
14,42,10015,14042,4066,10113,0.402056759,12,57.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,11.98202696,57.41387918,54.58722905,761.3986008
14,43,23258,14043,15304,23433,0.653096061,33,226,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,14.18866627,97.17086594,56.73073473,2000.017131
14,44,67969,14044,20627,68228,0.302324559,49,140.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,7.209168886,20.67118834,58.18436045,199.6579076
14,45,20465,14045,13583,20781,0.653625908,28,92,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,13.68189592,44.95480088,56.40210633,824.5253441
14,46,32678,14046,7788,32950,0.236358118,49,133.5,Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,14.99479772,40.85317339,58.21019572,516.0986954
14,47,24894,14047,3375,24927,0.135395354,36,126,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,14.46131598,50.61460593,57.69057779,161.5113523
14,48,18982,14048,9546,19212,0.496876952,21,74.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,11.06311242,39.24770836,56.11359081,659.6231548
14,49,9425,14049,9425,10389,0.907209549,1,2.5,Comercio al por menor en ferreterías y tlapalerías,1.061007958,2.652519894,53.76358078,1468.015231
14,50,47105,14050,8016,47214,0.16978015,62,193.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,13.1620847,41.07844178,57.51851386,321.8148509
14,51,30855,14051,4594,30914,0.14860581,28,75.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,9.074704262,24.46929185,59.40800989,136.9574659
14,52,5534,14052,2006,5561,0.360726488,10,54,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,18.07011203,97.57860499,56.25862689,244.1052873
